id,vocation
848,BEVERAGE DELIVERY
849,MASS TRANSIT
850,SCHOOL BUS
851,PARCEL DELIVERY
852,LINEN DELIVERY
853,SCHOOL BUS
854,DRAYAGE
855,PARCEL DELIVERY
856,DELIVERY
857,SNOW PLOW
858,SCHOOL BUS
859,SCHOOL BUS
860,BEVERAGE DELIVERY
861,SCHOOL BUS
862,DUMP TRUCK
863,BEVERAGE DELIVERY
864,SCHOOL BUS
865,SCHOOL BUS
866,SCHOOL BUS
867,TRANSFER TRUCK
868,FOOD DELIVERY
870,LINEN DELIVERY
871,REFUSE PICKUP
872,PARCEL DELIVERY
873,SCHOOL BUS
874,BEVERAGE DELIVERY
875,PARCEL DELIVERY
876,DRAYAGE
877,BEVERAGE DELIVERY
878,SCHOOL BUS
879,REFUSE PICKUP
880,SCHOOL BUS
881,PARCEL DELIVERY
882,SCHOOL BUS
883,MASS TRANSIT
884,TANKER
885,REFUSE PICKUP
886,DRAYAGE
887,BEVERAGE DELIVERY
888,DRAYAGE
889,LINEHAUL 
890,SCHOOL BUS
891,FREIGHT
892,SCHOOL BUS
893,BEVERAGE DELIVERY
894,SCHOOL BUS
895,PARCEL DELIVERY
896,DRAYAGE
897,SCHOOL BUS
898,SCHOOL BUS
899,PARCEL DELIVERY
900,PARCEL DELIVERY
901,PARCEL DELIVERY
902,FREIGHT
903,TANKER
904,SCHOOL BUS
905,REFUSE PICKUP
906,LINEN DELIVERY
907,PARCEL DELIVERY
908,TELECOM
909,FOOD DELIVERY
910,SCHOOL BUS
911,SCHOOL BUS
